Number,Type,Short_Description,Description,Caller_ID,Assignment_Group,Priority,Status,Domain,Opened_At,Resolved_At,Work_Notes,Remarks
CHG0000388,Change Request,Vulnerability scan found critical CVE,Qualys scan identified CVE-2024-1234 (CVSS 9.8) on web-server-02. Patch available. Emergency change required.,anna.brown,L2-Server Team,P4 - Low,Closed,Database Services,2024-01-17 16:22,2024-01-19 19:22,Patch applied successfully during maintenance window.,Resolved by L3-Cloud Team
INC0000389,Incident,Disk space critical – /var filesystem,SolarWinds alert: /var/log partition at 96% on db-server-01. Old log rotation not working. Need immediate cleanup.,raj.kumar,L2-Network Team,P3 - Medium,On Hold,Cloud & Virtualisation,2024-04-17 12:37,,Issue resolved after server restart.,
CHG0000390,Change Request,Volume mount failure after reboot,"After last patch reboot, /data volume failed to auto-mount. fstab entry appears correct. Manual mount succeeded.",emily.chen,L3-Application Support,P3 - Medium,Resolved,Security Operations,2024-06-24 11:11,2024-06-27 03:11,Issue resolved after server restart.,
INC0000391,Incident,NIC port failure on host,NIC-01 on VMware host ESXI-07 shows link down. Bonded interface in degraded state. NIC replacement required.,ahmed.ali,L3-Infrastructure,P4 - Low,Closed,Security Operations,2024-10-21 21:14,2024-10-22 10:14,Temporary workaround applied. Permanent fix pending.,Resolved by L2-Network Team
INC0000392,Incident,Multiple failed login attempts detected,SIEM alert: 450 failed SSH login attempts from IP 185.220.x.x in 10 minutes. Potential brute-force. IP blocked.,tom.wilson,L2-Storage Team,P4 - Low,In Progress,Cloud & Virtualisation,2024-01-05 05:26,,Change request raised for permanent resolution.,
INC0000393,Incident,User account locked – access issue,Service account SVC-APPMON locked after 5 failed password attempts. Application monitoring affected.,raj.kumar,L3-Cloud Team,P2 - High,Closed,Database Services,2024-10-17 01:25,2024-10-17 14:25,Escalated to L3 team for further analysis.,Resolved by L3-Cloud Team
INC0000394,Incident,Database replication lag,MySQL replica on db-replica-02 is 45 minutes behind primary. Large transaction causing replication delay.,emily.chen,L2-Middleware Team,P3 - Medium,On Hold,Application Services,2024-10-13 17:59,,Awaiting business approval before proceeding.,
INC0000395,Incident,App throwing unhandled exceptions,"Application logs showing 2,300 unhandled exceptions in the last hour. OutOfBoundsException in data parser module.",sarah.jones,L3-Infrastructure,P3 - Medium,Resolved,Cloud & Virtualisation,2024-05-25 11:20,2024-05-28 05:20,Issue resolved after server restart.,
RITM0000396,Service Request,Power supply unit failure,Redundant PSU failed on rack server R03-U14. Single PSU running. Replacement parts ordered.,mike.patel,L3-Application Support,P2 - High,Closed,Application Services,2024-11-23 10:26,2024-11-25 14:26,Change request raised for permanent resolution.,Resolved by L3-Application Support
RITM0000397,Service Request,Application deployment failure,CI/CD pipeline failed at deployment stage. Docker image push to registry timed out. Jenkins build #3421 failed.,jessica.lee,L2-Middleware Team,P4 - Low,Closed,Cloud & Virtualisation,2024-07-21 08:56,2024-07-23 17:56,User confirmed resolution. Ticket closing.,Resolved by L3-Infrastructure
INC0000398,Incident,Out of memory error on application server,Java heap space exhausted on app-server-07. JVM restart performed but root cause unresolved. Memory leak suspected.,sarah.jones,L2-Server Team,P3 - Medium,In Progress,Security Operations,2024-04-30 21:16,,Patch applied successfully during maintenance window.,
INC0000399,Incident,Processor performance degraded,vCPU saturation on VM cluster. Workload balancing required. CPU steal time above 30%.,carlos.garcia,L2-Security Team,P4 - Low,In Progress,Application Services,2024-02-12 03:16,,Temporary workaround applied. Permanent fix pending.,
RITM0000400,Service Request,Database connection pool exhausted,Connection pool to PostgreSQL maxed out at 500 connections. Application returning DB connection errors.,emily.chen,L3-Cloud Team,P3 - Medium,New,Security Operations,2024-03-08 16:53,,Patch applied successfully during maintenance window.,
INC0000401,Incident,Alert storm from patching activity,Patching activity triggered 300+ monitoring alerts. Alert acknowledgement and suppression window required.,priya.nair,L3-Infrastructure,P3 - Medium,Resolved,Cloud & Virtualisation,2024-12-23 17:11,2024-12-26 04:11,Patch applied successfully during maintenance window.,
INC0000402,Incident,Disk IO latency spike,Disk read/write latency on PROD-DB-03 exceeded 200 ms. IOPS saturation suspected. NVMe replacement planned.,raj.kumar,L1-Service Desk,P3 - Medium,Resolved,IT Infrastructure,2024-04-26 02:28,2024-04-27 18:28,Patch applied successfully during maintenance window.,
INC0000403,Incident,Multiple failed login attempts detected,SIEM alert: 450 failed SSH login attempts from IP 185.220.x.x in 10 minutes. Potential brute-force. IP blocked.,john.smith,L3-Infrastructure,P3 - Medium,Closed,Network Services,2024-08-28 17:00,2024-08-31 08:00,Awaiting business approval before proceeding.,Resolved by L2-Database Admin
INC0000404,Incident,Unauthorised access attempt on database,Audit log shows user EXTERNAL-USR tried to query sensitive HR tables. Access revoked. Incident under investigation.,tom.wilson,L3-Infrastructure,P3 - Medium,In Progress,Security Operations,2024-07-29 17:27,,Temporary workaround applied. Permanent fix pending.,
RITM0000405,Service Request,Volume mount failure after reboot,"After last patch reboot, /data volume failed to auto-mount. fstab entry appears correct. Manual mount succeeded.",raj.kumar,L3-Infrastructure,P3 - Medium,On Hold,Application Services,2024-09-21 19:51,,Escalated to L3 team for further analysis.,
INC0000406,Incident,Low memory causing service restart,Tomcat service restarted automatically due to OOM killer. Heap dump captured. Needs analysis.,emily.chen,L1-Service Desk,P3 - Medium,Closed,Application Services,2024-08-21 19:28,2024-08-23 06:28,Investigated the issue. Root cause identified. Fix applied.,Resolved by L2-Storage Team
INC0000407,Incident,High CPU utilisation on production server,CPU usage on PROD-APP-01 has crossed 95% threshold for the past 30 minutes. Datadog alert triggered. Need immediate investigation.,anna.brown,L2-Database Admin,P2 - High,In Progress,Network Services,2024-03-05 22:28,,Monitoring in place. No recurrence in past 2 hours.,
CHG0000408,Change Request,Volume mount failure after reboot,"After last patch reboot, /data volume failed to auto-mount. fstab entry appears correct. Manual mount succeeded.",mike.patel,L1-Service Desk,P4 - Low,On Hold,Network Services,2024-08-25 22:50,,Monitoring in place. No recurrence in past 2 hours.,
INC0000409,Incident,Processor performance degraded,vCPU saturation on VM cluster. Workload balancing required. CPU steal time above 30%.,linda.wu,L3-Infrastructure,P4 - Low,In Progress,Security Operations,2024-05-08 12:53,,Temporary workaround applied. Permanent fix pending.,
INC0000410,Incident,Oracle database tablespace almost full,APP_DATA tablespace at 97% on ORCL-PROD. Auto-extend disabled. DBA action required immediately.,raj.kumar,L3-Application Support,P3 - Medium,Resolved,Application Services,2024-02-18 16:42,2024-02-19 19:42,Investigated the issue. Root cause identified. Fix applied.,
INC0000411,Incident,Backup failure – Oracle RMAN,Nightly RMAN backup failed with ORA-19809 disk quota exceeded. Backup destination /backup is full.,tom.wilson,L2-Database Admin,P4 - Low,In Progress,IT Infrastructure,2024-05-09 15:40,,Temporary workaround applied. Permanent fix pending.,
INC0000412,Incident,Application deployment failure,CI/CD pipeline failed at deployment stage. Docker image push to registry timed out. Jenkins build #3421 failed.,john.smith,L2-Middleware Team,P1 - Critical,Closed,Database Services,2024-05-21 18:07,2024-05-23 21:07,User confirmed resolution. Ticket closing.,Resolved by L2-Middleware Team
INC0000413,Incident,Out of memory error on application server,Java heap space exhausted on app-server-07. JVM restart performed but root cause unresolved. Memory leak suspected.,tom.wilson,L1-Service Desk,P4 - Low,Closed,IT Infrastructure,2024-09-12 02:43,2024-09-13 22:43,Change request raised for permanent resolution.,Resolved by L2-Network Team
INC0000414,Incident,Oracle database tablespace almost full,APP_DATA tablespace at 97% on ORCL-PROD. Auto-extend disabled. DBA action required immediately.,linda.wu,L1-Service Desk,P3 - Medium,Closed,Database Services,2024-04-29 10:35,2024-05-01 07:35,Monitoring in place. No recurrence in past 2 hours.,Resolved by L3-Application Support
RITM0000415,Service Request,Database replication lag,MySQL replica on db-replica-02 is 45 minutes behind primary. Large transaction causing replication delay.,linda.wu,L2-Middleware Team,P3 - Medium,On Hold,Application Services,2024-09-05 22:28,,Patch applied successfully during maintenance window.,
INC0000416,Incident,DNS resolution failure,Internal DNS servers not resolving corporate domain names. Secondary DNS unreachable. Impact to all office users.,raj.kumar,L2-Storage Team,P3 - Medium,Resolved,Network Services,2024-11-02 17:10,2024-11-03 02:10,User confirmed resolution. Ticket closing.,
INC0000417,Incident,CPU overload on middleware node,Middleware server CPU load average is 24 on an 8-core machine. Service is unresponsive.,jessica.lee,L2-Server Team,P2 - High,Closed,Database Services,2024-04-04 00:39,2024-04-05 23:39,Patch applied successfully during maintenance window.,Resolved by L3-Infrastructure
RITM0000418,Service Request,Memory leak identified in application,Application memory grows by ~200 MB/hour without release. GC logs show frequent full GC cycles.,sarah.jones,L2-Storage Team,P3 - Medium,Resolved,Database Services,2024-03-19 19:18,2024-03-21 13:18,Escalated to L3 team for further analysis.,
INC0000419,Incident,CPU spike causing application slowness,End users are reporting slow response times. CPU utilisation on web-server-03 is at 98%. Suspected runaway process.,tom.wilson,L3-Infrastructure,P1 - Critical,In Progress,Database Services,2024-01-17 06:06,,User confirmed resolution. Ticket closing.,
INC0000420,Incident,Tomcat connector timeout,Tomcat connector maxThreads=200 reached. New connections queuing. Response time > 30s.,tom.wilson,L3-Cloud Team,P4 - Low,New,IT Infrastructure,2024-07-06 07:38,,User confirmed resolution. Ticket closing.,
INC0000421,Incident,SSL certificate expiring in 7 days,SSL certificate for api.company.com expires on the 15th. Auto-renewal failed. Manual renewal in progress.,john.smith,L2-Server Team,P3 - Medium,Closed,Network Services,2024-07-31 11:50,2024-07-31 19:50,Escalated to L3 team for further analysis.,Resolved by L2-Database Admin
INC0000422,Incident,Datadog alert – false positive suppression,Datadog CPU monitor firing false positives during batch window 02:00-04:00. Alert suppression / downtime needed.,priya.nair,L2-Network Team,P3 - Medium,In Progress,Cloud & Virtualisation,2024-04-28 17:24,,Patch applied successfully during maintenance window.,
RITM0000423,Service Request,Network connectivity loss to production subnet,Servers in 10.20.30.0/24 are unreachable from management network. Switch port flapping detected on core-sw-02.,sarah.jones,L2-Network Team,P3 - Medium,Closed,Application Services,2024-10-22 11:43,2024-10-24 22:43,Patch applied successfully during maintenance window.,Resolved by L3-Infrastructure
INC0000424,Incident,Apache Kafka consumer lag spike,"Consumer group order-service showing lag of 500,000 messages. Partition rebalancing in progress.",emily.chen,L3-Application Support,P3 - Medium,Closed,Security Operations,2024-11-03 14:59,2024-11-05 12:59,Monitoring in place. No recurrence in past 2 hours.,Resolved by L3-Application Support
INC0000425,Incident,App throwing unhandled exceptions,"Application logs showing 2,300 unhandled exceptions in the last hour. OutOfBoundsException in data parser module.",carlos.garcia,L1-Service Desk,P3 - Medium,Resolved,Database Services,2024-07-11 17:59,2024-07-13 02:59,Investigated the issue. Root cause identified. Fix applied.,
INC0000426,Incident,Alert storm from patching activity,Patching activity triggered 300+ monitoring alerts. Alert acknowledgement and suppression window required.,emily.chen,L1-Service Desk,P2 - High,Closed,Database Services,2024-03-10 09:00,2024-03-12 00:00,Issue resolved after server restart.,Resolved by L2-Storage Team
CHG0000427,Change Request,Tomcat connector timeout,Tomcat connector maxThreads=200 reached. New connections queuing. Response time > 30s.,emily.chen,L2-Middleware Team,P2 - High,Resolved,Application Services,2024-03-20 03:02,2024-03-22 14:02,Temporary workaround applied. Permanent fix pending.,
INC0000428,Incident,Disk IO latency spike,Disk read/write latency on PROD-DB-03 exceeded 200 ms. IOPS saturation suspected. NVMe replacement planned.,anna.brown,L2-Network Team,P3 - Medium,Closed,Security Operations,2024-07-23 18:58,2024-07-24 22:58,Awaiting business approval before proceeding.,Resolved by L2-Server Team
INC0000429,Incident,Application deployment failure,CI/CD pipeline failed at deployment stage. Docker image push to registry timed out. Jenkins build #3421 failed.,carlos.garcia,L3-Infrastructure,P3 - Medium,Closed,IT Infrastructure,2024-10-22 12:05,2024-10-22 20:05,Temporary workaround applied. Permanent fix pending.,Resolved by L2-Middleware Team
INC0000430,Incident,Monitoring dashboard not loading,Grafana dashboard times out for the Network Overview panel. InfluxDB query taking > 60s. Optimisation needed.,jessica.lee,L2-Database Admin,P3 - Medium,Resolved,Application Services,2024-09-25 01:20,2024-09-27 23:20,Investigated the issue. Root cause identified. Fix applied.,
CHG0000431,Change Request,Database connection pool exhausted,Connection pool to PostgreSQL maxed out at 500 connections. Application returning DB connection errors.,carlos.garcia,L2-Network Team,P3 - Medium,In Progress,Application Services,2024-10-31 18:32,,Change request raised for permanent resolution.,
RITM0000432,Service Request,CPU overload on middleware node,Middleware server CPU load average is 24 on an 8-core machine. Service is unresponsive.,jessica.lee,L2-Network Team,P3 - Medium,Resolved,Application Services,2024-10-07 12:16,2024-10-07 23:16,User confirmed resolution. Ticket closing.,
INC0000433,Incident,Batch job not completing,Nightly EOD batch job stuck since 02:00 AM. Investigating deadlock in job scheduler. Data processing delayed.,carlos.garcia,L3-Application Support,P2 - High,In Progress,Database Services,2024-10-19 06:35,,Awaiting business approval before proceeding.,
INC0000434,Incident,Processor performance degraded,vCPU saturation on VM cluster. Workload balancing required. CPU steal time above 30%.,raj.kumar,L2-Network Team,P1 - Critical,Resolved,Network Services,2024-06-27 06:20,2024-06-29 03:20,Awaiting business approval before proceeding.,
RITM0000435,Service Request,Vulnerability scan found critical CVE,Qualys scan identified CVE-2024-1234 (CVSS 9.8) on web-server-02. Patch available. Emergency change required.,jessica.lee,L2-Server Team,P3 - Medium,In Progress,IT Infrastructure,2024-08-13 01:59,,Investigated the issue. Root cause identified. Fix applied.,
CHG0000436,Change Request,RAID controller degraded,RAID-5 array reporting one failed disk. Hot spare kicked in. Replacement disk required urgently.,emily.chen,L2-Database Admin,P3 - Medium,On Hold,Database Services,2024-05-27 00:21,,Patch applied successfully during maintenance window.,
INC0000437,Incident,Insufficient RAM on reporting server,Reporting service crashes during large data exports. Server only has 8 GB RAM. Upgrade requested.,carlos.garcia,L2-Middleware Team,P3 - Medium,Closed,Database Services,2024-05-12 17:30,2024-05-13 12:30,Patch applied successfully during maintenance window.,Resolved by L1-Service Desk
INC0000438,Incident,Disk space critical – /var filesystem,SolarWinds alert: /var/log partition at 96% on db-server-01. Old log rotation not working. Need immediate cleanup.,sarah.jones,L3-Infrastructure,P4 - Low,Resolved,Database Services,2024-12-22 19:17,2024-12-23 02:17,Issue resolved after server restart.,
RITM0000439,Service Request,Application deployment failure,CI/CD pipeline failed at deployment stage. Docker image push to registry timed out. Jenkins build #3421 failed.,jessica.lee,L2-Server Team,P3 - Medium,In Progress,Network Services,2024-01-10 09:55,,User confirmed resolution. Ticket closing.,
INC0000440,Incident,Zombie processes consuming resources,250 zombie processes detected on app-server-09. Parent process not reaping children. OS-level investigation needed.,linda.wu,L2-Storage Team,P1 - Critical,Closed,Network Services,2024-04-11 16:29,2024-04-14 16:29,Change request raised for permanent resolution.,Resolved by L3-Cloud Team
INC0000441,Incident,High latency on inter-DC link,RTT between DC-East and DC-West jumped from 8 ms to 210 ms. BGP route advertisement changed. Investigation in progress.,ahmed.ali,L2-Security Team,P4 - Low,In Progress,IT Infrastructure,2024-12-16 11:22,,Issue resolved after server restart.,
CHG0000442,Change Request,Linux server kernel panic,Server LNX-PROD-04 crashed with kernel panic – not syncing. vmcore dump captured. Analysis pending.,sarah.jones,L3-Infrastructure,P3 - Medium,Closed,Cloud & Virtualisation,2024-05-23 07:09,2024-05-25 03:09,Awaiting business approval before proceeding.,Resolved by L2-Database Admin
INC0000443,Incident,Firewall rule causing blocked traffic,"After change request CR-4521, application traffic on port 8443 is being blocked. Rule rollback needed.",mike.patel,L2-Middleware Team,P2 - High,Resolved,Cloud & Virtualisation,2024-06-08 19:21,2024-06-11 05:21,Temporary workaround applied. Permanent fix pending.,
RITM0000444,Service Request,OS filesystem read-only due to error,Filesystem /opt mounted read-only after disk IO error. fsck required. Maintenance window needed.,mike.patel,L3-Application Support,P3 - Medium,Closed,IT Infrastructure,2024-09-25 04:27,2024-09-25 23:27,Patch applied successfully during maintenance window.,Resolved by L2-Storage Team
INC0000445,Incident,Datadog alert – false positive suppression,Datadog CPU monitor firing false positives during batch window 02:00-04:00. Alert suppression / downtime needed.,carlos.garcia,L2-Security Team,P3 - Medium,Closed,Security Operations,2024-03-15 23:01,2024-03-17 16:01,Issue resolved after server restart.,Resolved by L2-Network Team
INC0000446,Incident,SSL certificate expiring in 7 days,SSL certificate for api.company.com expires on the 15th. Auto-renewal failed. Manual renewal in progress.,priya.nair,L2-Database Admin,P3 - Medium,Resolved,Application Services,2024-01-14 19:39,2024-01-16 06:39,Investigated the issue. Root cause identified. Fix applied.,
INC0000447,Incident,DNS resolution failure,Internal DNS servers not resolving corporate domain names. Secondary DNS unreachable. Impact to all office users.,anna.brown,L2-Network Team,P3 - Medium,In Progress,Application Services,2024-11-05 15:45,,Temporary workaround applied. Permanent fix pending.,
RITM0000448,Service Request,Volume mount failure after reboot,"After last patch reboot, /data volume failed to auto-mount. fstab entry appears correct. Manual mount succeeded.",linda.wu,L2-Server Team,P4 - Low,Closed,Application Services,2024-01-08 08:26,2024-01-09 13:26,User confirmed resolution. Ticket closing.,Resolved by L2-Middleware Team
RITM0000449,Service Request,Nginx reverse proxy returning 502,Nginx upstream returning HTTP 502 Bad Gateway. Backend app-server pool health-check failing.,jessica.lee,L3-Application Support,P4 - Low,Resolved,Security Operations,2024-05-06 13:25,2024-05-06 19:25,Awaiting business approval before proceeding.,
INC0000450,Incident,Alert storm from patching activity,Patching activity triggered 300+ monitoring alerts. Alert acknowledgement and suppression window required.,john.smith,L2-Database Admin,P3 - Medium,Resolved,Cloud & Virtualisation,2024-09-25 20:56,2024-09-26 01:56,Patch applied successfully during maintenance window.,
INC0000451,Incident,Network connectivity loss to production subnet,Servers in 10.20.30.0/24 are unreachable from management network. Switch port flapping detected on core-sw-02.,raj.kumar,L2-Security Team,P3 - Medium,On Hold,Security Operations,2024-09-21 20:03,,Vendor engaged. Awaiting response.,
CHG0000452,Change Request,Firewall rule causing blocked traffic,"After change request CR-4521, application traffic on port 8443 is being blocked. Rule rollback needed.",sarah.jones,L2-Storage Team,P3 - Medium,Resolved,IT Infrastructure,2024-12-19 16:57,2024-12-20 11:57,Vendor engaged. Awaiting response.,
INC0000453,Incident,Unauthorised access attempt on database,Audit log shows user EXTERNAL-USR tried to query sensitive HR tables. Access revoked. Incident under investigation.,jessica.lee,L2-Database Admin,P3 - Medium,In Progress,Security Operations,2024-07-30 10:28,,Escalated to L3 team for further analysis.,
RITM0000454,Service Request,Storage pool capacity exceeded,NetApp SAN volume group at 94%. LUN expansion required. Storage team notified.,jessica.lee,L3-Infrastructure,P2 - High,Resolved,Database Services,2024-03-04 02:07,2024-03-06 12:07,Patch applied successfully during maintenance window.,
INC0000455,Incident,Application crashing on startup,PaymentService crashes with NullPointerException on boot. Stack trace points to missing config property.,tom.wilson,L2-Network Team,P3 - Medium,Closed,Application Services,2024-07-13 01:49,2024-07-13 23:49,Vendor engaged. Awaiting response.,Resolved by L2-Network Team
INC0000456,Incident,SSL certificate expiring in 7 days,SSL certificate for api.company.com expires on the 15th. Auto-renewal failed. Manual renewal in progress.,mike.patel,L2-Database Admin,P2 - High,On Hold,IT Infrastructure,2024-06-07 23:49,,Awaiting business approval before proceeding.,
INC0000457,Incident,Oracle database tablespace almost full,APP_DATA tablespace at 97% on ORCL-PROD. Auto-extend disabled. DBA action required immediately.,linda.wu,L2-Middleware Team,P3 - Medium,Resolved,Database Services,2024-09-12 17:51,2024-09-12 18:51,User confirmed resolution. Ticket closing.,
INC0000458,Incident,UPS battery needs replacement,UPS in DC-Row-4 reporting battery fault. Runtime on battery reduced to 2 minutes. Replacement scheduled.,linda.wu,L1-Service Desk,P3 - Medium,On Hold,Application Services,2024-11-03 00:15,,Vendor engaged. Awaiting response.,
INC0000459,Incident,CPU threshold breach – DB server,Splunk alert: DB-PROD-02 CPU at 92%. Slow queries detected. DBA team needs to review.,sarah.jones,L3-Infrastructure,P2 - High,On Hold,Application Services,2024-01-17 21:36,,Vendor engaged. Awaiting response.,
RITM0000460,Service Request,Backup failure – Oracle RMAN,Nightly RMAN backup failed with ORA-19809 disk quota exceeded. Backup destination /backup is full.,priya.nair,L3-Application Support,P3 - Medium,In Progress,IT Infrastructure,2024-12-24 19:36,,Escalated to L3 team for further analysis.,
INC0000461,Incident,User account locked – access issue,Service account SVC-APPMON locked after 5 failed password attempts. Application monitoring affected.,anna.brown,L2-Network Team,P2 - High,Closed,IT Infrastructure,2024-07-13 02:48,2024-07-15 09:48,Issue resolved after server restart.,Resolved by L3-Application Support
INC0000462,Incident,Tomcat connector timeout,Tomcat connector maxThreads=200 reached. New connections queuing. Response time > 30s.,ahmed.ali,L2-Server Team,P4 - Low,Resolved,Security Operations,2024-04-17 19:03,2024-04-18 09:03,Awaiting business approval before proceeding.,
INC0000463,Incident,SolarWinds node unreachable alert,SolarWinds showing node ROUTER-CORE-01 as unreachable. SNMP polling failing. Network team to investigate.,anna.brown,L2-Storage Team,P3 - Medium,Closed,Database Services,2024-06-11 08:33,2024-06-13 06:33,User confirmed resolution. Ticket closing.,Resolved by L3-Cloud Team
INC0000464,Incident,Unauthorised access attempt on database,Audit log shows user EXTERNAL-USR tried to query sensitive HR tables. Access revoked. Incident under investigation.,sarah.jones,L2-Database Admin,P3 - Medium,New,Cloud & Virtualisation,2024-05-28 06:00,,Monitoring in place. No recurrence in past 2 hours.,
INC0000465,Incident,VPN tunnel down – remote site,Site-to-site VPN between HQ and Branch-04 is down. Remote users cannot access internal resources.,sarah.jones,L2-Security Team,P3 - Medium,Closed,Network Services,2024-11-22 06:00,2024-11-23 08:00,Patch applied successfully during maintenance window.,Resolved by L2-Storage Team
INC0000466,Incident,Disk space critical – /var filesystem,SolarWinds alert: /var/log partition at 96% on db-server-01. Old log rotation not working. Need immediate cleanup.,emily.chen,L3-Cloud Team,P2 - High,Closed,Security Operations,2024-06-19 10:25,2024-06-19 14:25,Investigated the issue. Root cause identified. Fix applied.,Resolved by L2-Network Team
RITM0000467,Service Request,UPS battery needs replacement,UPS in DC-Row-4 reporting battery fault. Runtime on battery reduced to 2 minutes. Replacement scheduled.,ahmed.ali,L2-Security Team,P2 - High,Closed,Cloud & Virtualisation,2024-10-01 10:29,2024-10-03 15:29,Change request raised for permanent resolution.,Resolved by L2-Storage Team
INC0000468,Incident,Apache Kafka consumer lag spike,"Consumer group order-service showing lag of 500,000 messages. Partition rebalancing in progress.",carlos.garcia,L2-Storage Team,P1 - Critical,On Hold,Application Services,2024-06-18 11:04,,Awaiting business approval before proceeding.,
INC0000469,Incident,Application crashing on startup,PaymentService crashes with NullPointerException on boot. Stack trace points to missing config property.,sarah.jones,L3-Cloud Team,P3 - Medium,Closed,Application Services,2024-06-06 22:54,2024-06-08 15:54,Change request raised for permanent resolution.,Resolved by L3-Cloud Team
INC0000470,Incident,User account locked – access issue,Service account SVC-APPMON locked after 5 failed password attempts. Application monitoring affected.,sarah.jones,L3-Cloud Team,P4 - Low,Closed,Cloud & Virtualisation,2024-06-03 05:07,2024-06-05 05:07,Investigated the issue. Root cause identified. Fix applied.,Resolved by L3-Cloud Team
INC0000471,Incident,Windows Server update causing blue screen,"After Windows Update KB5034441 applied, server rebooted into BSOD. Update rolled back. Systems restored.",sarah.jones,L2-Storage Team,P3 - Medium,On Hold,Database Services,2024-09-04 23:55,,Vendor engaged. Awaiting response.,
INC0000472,Incident,Out of memory error on application server,Java heap space exhausted on app-server-07. JVM restart performed but root cause unresolved. Memory leak suspected.,priya.nair,L2-Server Team,P3 - Medium,Closed,Network Services,2024-09-24 03:00,2024-09-25 19:00,User confirmed resolution. Ticket closing.,Resolved by L1-Service Desk
INC0000473,Incident,CPU threshold breach – DB server,Splunk alert: DB-PROD-02 CPU at 92%. Slow queries detected. DBA team needs to review.,raj.kumar,L2-Storage Team,P2 - High,On Hold,Network Services,2024-06-08 20:57,,User confirmed resolution. Ticket closing.,
INC0000474,Incident,Database replication lag,MySQL replica on db-replica-02 is 45 minutes behind primary. Large transaction causing replication delay.,emily.chen,L2-Storage Team,P2 - High,Resolved,Network Services,2024-05-20 03:00,2024-05-23 03:00,Issue resolved after server restart.,
INC0000475,Incident,Low memory causing service restart,Tomcat service restarted automatically due to OOM killer. Heap dump captured. Needs analysis.,john.smith,L3-Cloud Team,P2 - High,Resolved,Database Services,2024-03-28 02:19,2024-03-29 22:19,Investigated the issue. Root cause identified. Fix applied.,
INC0000476,Incident,High CPU utilisation on production server,CPU usage on PROD-APP-01 has crossed 95% threshold for the past 30 minutes. Datadog alert triggered. Need immediate investigation.,linda.wu,L2-Storage Team,P3 - Medium,Resolved,IT Infrastructure,2024-07-19 05:45,2024-07-21 15:45,User confirmed resolution. Ticket closing.,
RITM0000477,Service Request,Application service down – customer portal,Customer portal returning HTTP 500. Deployment CR-7812 pushed 2 hours ago. Suspected regression. Rollback needed.,anna.brown,L3-Cloud Team,P3 - Medium,On Hold,Application Services,2024-12-23 14:06,,Temporary workaround applied. Permanent fix pending.,
INC0000478,Incident,Insufficient RAM on reporting server,Reporting service crashes during large data exports. Server only has 8 GB RAM. Upgrade requested.,anna.brown,L3-Cloud Team,P4 - Low,Closed,IT Infrastructure,2024-07-05 12:11,2024-07-07 07:11,Escalated to L3 team for further analysis.,Resolved by L3-Cloud Team
INC0000479,Incident,Processor performance degraded,vCPU saturation on VM cluster. Workload balancing required. CPU steal time above 30%.,sarah.jones,L3-Infrastructure,P2 - High,Resolved,Database Services,2024-03-28 09:49,2024-03-30 06:49,Escalated to L3 team for further analysis.,
RITM0000480,Service Request,Disk space critical – /var filesystem,SolarWinds alert: /var/log partition at 96% on db-server-01. Old log rotation not working. Need immediate cleanup.,mike.patel,L3-Cloud Team,P2 - High,In Progress,Security Operations,2024-09-29 14:25,,Escalated to L3 team for further analysis.,
INC0000481,Incident,Firewall rule causing blocked traffic,"After change request CR-4521, application traffic on port 8443 is being blocked. Rule rollback needed.",tom.wilson,L2-Server Team,P2 - High,Resolved,Database Services,2024-08-10 18:50,2024-08-12 14:50,Awaiting business approval before proceeding.,
INC0000482,Incident,SSL certificate expiring in 7 days,SSL certificate for api.company.com expires on the 15th. Auto-renewal failed. Manual renewal in progress.,carlos.garcia,L2-Server Team,P2 - High,Closed,Cloud & Virtualisation,2024-08-25 10:35,2024-08-25 23:35,Escalated to L3 team for further analysis.,Resolved by L2-Middleware Team
INC0000483,Incident,Vulnerability scan found critical CVE,Qualys scan identified CVE-2024-1234 (CVSS 9.8) on web-server-02. Patch available. Emergency change required.,priya.nair,L1-Service Desk,P2 - High,In Progress,Application Services,2024-11-26 21:03,,Vendor engaged. Awaiting response.,
INC0000484,Incident,Physical server hardware error,BIOS POST error on server BLD-02. Memory DIMM slot B1 showing uncorrectable ECC errors. DIMM replacement needed.,priya.nair,L2-Security Team,P3 - Medium,Closed,Security Operations,2024-10-22 14:12,2024-10-23 17:12,Change request raised for permanent resolution.,Resolved by L2-Server Team
CHG0000485,Change Request,App throwing unhandled exceptions,"Application logs showing 2,300 unhandled exceptions in the last hour. OutOfBoundsException in data parser module.",john.smith,L1-Service Desk,P4 - Low,In Progress,Database Services,2024-07-25 04:54,,Patch applied successfully during maintenance window.,
INC0000486,Incident,User account locked – access issue,Service account SVC-APPMON locked after 5 failed password attempts. Application monitoring affected.,emily.chen,L3-Infrastructure,P3 - Medium,Closed,Security Operations,2024-05-24 00:15,2024-05-26 08:15,Monitoring in place. No recurrence in past 2 hours.,Resolved by L3-Infrastructure
INC0000487,Incident,Apache Kafka consumer lag spike,"Consumer group order-service showing lag of 500,000 messages. Partition rebalancing in progress.",tom.wilson,L2-Network Team,P2 - High,Closed,Application Services,2024-04-06 17:24,2024-04-08 16:24,Investigated the issue. Root cause identified. Fix applied.,Resolved by L2-Server Team
