Number,Type,Short_Description,Description,Caller_ID,Assignment_Group,Priority,Status,Domain,Opened_At,Resolved_At,Work_Notes,Remarks
INC0000367,Incident,Monitoring dashboard not loading,Grafana dashboard times out for the Network Overview panel. InfluxDB query taking > 60s. Optimisation needed.,mike.patel,L3-Application Support,P3 - Medium,Resolved,Security Operations,29-07-2024 19:09,30-07-2024 19:09,Awaiting business approval before proceeding.,
INC0000368,Incident,Application crashing on startup,PaymentService crashes with NullPointerException on boot. Stack trace points to missing config property.,tom.wilson,L3-Infrastructure,P4 - Low,Resolved,Application Services,08-03-2024 03:01,09-03-2024 05:01,Awaiting business approval before proceeding.,
CHG0000369,Change Request,Processor performance degraded,vCPU saturation on VM cluster. Workload balancing required. CPU steal time above 30%.,anna.brown,L2-Network Team,P2 - High,Resolved,Cloud & Virtualisation,03-11-2024 01:56,05-11-2024 22:56,Patch applied successfully during maintenance window.,
INC0000370,Incident,Vulnerability scan found critical CVE,Qualys scan identified CVE-2024-1234 (CVSS 9.8) on web-server-02. Patch available. Emergency change required.,anna.brown,L3-Infrastructure,P4 - Low,Resolved,Network Services,08-07-2024 01:44,10-07-2024 21:44,Awaiting business approval before proceeding.,
INC0000371,Incident,Unauthorised access attempt on database,Audit log shows user EXTERNAL-USR tried to query sensitive HR tables. Access revoked. Incident under investigation.,priya.nair,L2-Storage Team,P2 - High,Closed,Security Operations,09-03-2024 08:30,10-03-2024 14:30,Issue resolved after server restart.,Resolved by L2-Database Admin
INC0000372,Incident,High CPU utilisation on production server,CPU usage on PROD-APP-01 has crossed 95% threshold for the past 30 minutes. Datadog alert triggered. Need immediate investigation.,emily.chen,L3-Infrastructure,P3 - Medium,Closed,Network Services,01-03-2024 16:00,03-03-2024 17:00,Escalated to L3 team for further analysis.,Resolved by L2-Network Team
INC0000373,Incident,Firewall rule causing blocked traffic,"After change request CR-4521, application traffic on port 8443 is being blocked. Rule rollback needed.",carlos.garcia,L2-Database Admin,P4 - Low,Resolved,Security Operations,01-10-2024 13:36,03-10-2024 12:36,Patch applied successfully during maintenance window.,
INC0000374,Incident,Vulnerability scan found critical CVE,Qualys scan identified CVE-2024-1234 (CVSS 9.8) on web-server-02. Patch available. Emergency change required.,jessica.lee,L3-Infrastructure,P3 - Medium,Closed,Database Services,13-10-2024 17:30,15-10-2024 02:30,Vendor engaged. Awaiting response.,Resolved by L2-Server Team
RITM0000375,Service Request,Database connection pool exhausted,Connection pool to PostgreSQL maxed out at 500 connections. Application returning DB connection errors.,ahmed.ali,L2-Middleware Team,P3 - Medium,Resolved,Database Services,23-03-2024 03:13,25-03-2024 21:13,Investigated the issue. Root cause identified. Fix applied.,
RITM0000376,Service Request,Out of memory error on application server,Java heap space exhausted on app-server-07. JVM restart performed but root cause unresolved. Memory leak suspected.,emily.chen,L2-Server Team,P3 - Medium,In Progress,Cloud & Virtualisation,15-03-2024 15:59,,Investigated the issue. Root cause identified. Fix applied.,
RITM0000377,Service Request,Database connection pool exhausted,Connection pool to PostgreSQL maxed out at 500 connections. Application returning DB connection errors.,tom.wilson,L3-Cloud Team,P4 - Low,Closed,Security Operations,23-09-2024 09:45,23-09-2024 17:45,Investigated the issue. Root cause identified. Fix applied.,Resolved by L2-Database Admin
INC0000378,Incident,Zombie processes consuming resources,250 zombie processes detected on app-server-09. Parent process not reaping children. OS-level investigation needed.,tom.wilson,L1-Service Desk,P3 - Medium,Closed,Network Services,18-01-2024 19:32,21-01-2024 14:32,Temporary workaround applied. Permanent fix pending.,Resolved by L1-Service Desk
CHG0000379,Change Request,Datadog alert – false positive suppression,Datadog CPU monitor firing false positives during batch window 02:00-04:00. Alert suppression / downtime needed.,john.smith,L2-Server Team,P2 - High,Resolved,IT Infrastructure,23-07-2024 11:42,25-07-2024 14:42,Patch applied successfully during maintenance window.,
CHG0000380,Change Request,RAID controller degraded,RAID-5 array reporting one failed disk. Hot spare kicked in. Replacement disk required urgently.,anna.brown,L3-Infrastructure,P4 - Low,In Progress,Cloud & Virtualisation,27-06-2024 11:52,,Investigated the issue. Root cause identified. Fix applied.,
INC0000381,Incident,Volume mount failure after reboot,"After last patch reboot, /data volume failed to auto-mount. fstab entry appears correct. Manual mount succeeded.",ahmed.ali,L2-Security Team,P2 - High,On Hold,Cloud & Virtualisation,13-10-2024 02:32,,Awaiting business approval before proceeding.,
CHG0000382,Change Request,Volume mount failure after reboot,"After last patch reboot, /data volume failed to auto-mount. fstab entry appears correct. Manual mount succeeded.",anna.brown,L3-Cloud Team,P4 - Low,Closed,Cloud & Virtualisation,15-10-2024 15:49,16-10-2024 23:49,Investigated the issue. Root cause identified. Fix applied.,Resolved by L3-Cloud Team
INC0000383,Incident,High CPU utilisation on production server,CPU usage on PROD-APP-01 has crossed 95% threshold for the past 30 minutes. Datadog alert triggered. Need immediate investigation.,emily.chen,L2-Storage Team,P3 - Medium,Closed,Cloud & Virtualisation,22-04-2024 21:44,24-04-2024 03:44,Investigated the issue. Root cause identified. Fix applied.,Resolved by L2-Security Team
INC0000384,Incident,Disk space critical – /var filesystem,SolarWinds alert: /var/log partition at 96% on db-server-01. Old log rotation not working. Need immediate cleanup.,priya.nair,L2-Security Team,P3 - Medium,Resolved,Application Services,24-06-2024 02:35,25-06-2024 01:35,Temporary workaround applied. Permanent fix pending.,
INC0000385,Incident,Apache Kafka consumer lag spike,"Consumer group order-service showing lag of 500,000 messages. Partition rebalancing in progress.",priya.nair,L3-Application Support,P2 - High,In Progress,Application Services,03-05-2024 08:13,,Escalated to L3 team for further analysis.,
RITM0000386,Service Request,Out of memory error on application server,Java heap space exhausted on app-server-07. JVM restart performed but root cause unresolved. Memory leak suspected.,john.smith,L3-Cloud Team,P3 - Medium,Closed,Network Services,05-12-2024 15:39,05-12-2024 16:39,Awaiting business approval before proceeding.,Resolved by L3-Application Support
RITM0000387,Service Request,Tomcat connector timeout,Tomcat connector maxThreads=200 reached. New connections queuing. Response time > 30s.,priya.nair,L2-Network Team,P2 - High,On Hold,IT Infrastructure,08-09-2024 05:48,,Patch applied successfully during maintenance window.,
CHG0000388,Change Request,Vulnerability scan found critical CVE,Qualys scan identified CVE-2024-1234 (CVSS 9.8) on web-server-02. Patch available. Emergency change required.,anna.brown,L2-Server Team,P4 - Low,Closed,Database Services,17-01-2024 16:22,19-01-2024 19:22,Patch applied successfully during maintenance window.,Resolved by L3-Cloud Team
INC0000389,Incident,Disk space critical – /var filesystem,SolarWinds alert: /var/log partition at 96% on db-server-01. Old log rotation not working. Need immediate cleanup.,raj.kumar,L2-Network Team,P3 - Medium,On Hold,Cloud & Virtualisation,17-04-2024 12:37,,Issue resolved after server restart.,
CHG0000390,Change Request,Volume mount failure after reboot,"After last patch reboot, /data volume failed to auto-mount. fstab entry appears correct. Manual mount succeeded.",emily.chen,L3-Application Support,P3 - Medium,Resolved,Security Operations,24-06-2024 11:11,27-06-2024 03:11,Issue resolved after server restart.,
INC0000391,Incident,NIC port failure on host,NIC-01 on VMware host ESXI-07 shows link down. Bonded interface in degraded state. NIC replacement required.,ahmed.ali,L3-Infrastructure,P4 - Low,Closed,Security Operations,21-10-2024 21:14,22-10-2024 10:14,Temporary workaround applied. Permanent fix pending.,Resolved by L2-Network Team
INC0000392,Incident,Multiple failed login attempts detected,SIEM alert: 450 failed SSH login attempts from IP 185.220.x.x in 10 minutes. Potential brute-force. IP blocked.,tom.wilson,L2-Storage Team,P4 - Low,In Progress,Cloud & Virtualisation,05-01-2024 05:26,,Change request raised for permanent resolution.,
INC0000393,Incident,User account locked – access issue,Service account SVC-APPMON locked after 5 failed password attempts. Application monitoring affected.,raj.kumar,L3-Cloud Team,P2 - High,Closed,Database Services,17-10-2024 01:25,17-10-2024 14:25,Escalated to L3 team for further analysis.,Resolved by L3-Cloud Team
INC0000394,Incident,Database replication lag,MySQL replica on db-replica-02 is 45 minutes behind primary. Large transaction causing replication delay.,emily.chen,L2-Middleware Team,P3 - Medium,On Hold,Application Services,13-10-2024 17:59,,Awaiting business approval before proceeding.,
INC0000395,Incident,App throwing unhandled exceptions,"Application logs showing 2,300 unhandled exceptions in the last hour. OutOfBoundsException in data parser module.",sarah.jones,L3-Infrastructure,P3 - Medium,Resolved,Cloud & Virtualisation,25-05-2024 11:20,28-05-2024 05:20,Issue resolved after server restart.,
RITM0000396,Service Request,Power supply unit failure,Redundant PSU failed on rack server R03-U14. Single PSU running. Replacement parts ordered.,mike.patel,L3-Application Support,P2 - High,Closed,Application Services,23-11-2024 10:26,25-11-2024 14:26,Change request raised for permanent resolution.,Resolved by L3-Application Support
RITM0000397,Service Request,Application deployment failure,CI/CD pipeline failed at deployment stage. Docker image push to registry timed out. Jenkins build #3421 failed.,jessica.lee,L2-Middleware Team,P4 - Low,Closed,Cloud & Virtualisation,21-07-2024 08:56,23-07-2024 17:56,User confirmed resolution. Ticket closing.,Resolved by L3-Infrastructure
INC0000398,Incident,Out of memory error on application server,Java heap space exhausted on app-server-07. JVM restart performed but root cause unresolved. Memory leak suspected.,sarah.jones,L2-Server Team,P3 - Medium,In Progress,Security Operations,30-04-2024 21:16,,Patch applied successfully during maintenance window.,
INC0000399,Incident,Processor performance degraded,vCPU saturation on VM cluster. Workload balancing required. CPU steal time above 30%.,carlos.garcia,L2-Security Team,P4 - Low,In Progress,Application Services,12-02-2024 03:16,,Temporary workaround applied. Permanent fix pending.,
RITM0000400,Service Request,Database connection pool exhausted,Connection pool to PostgreSQL maxed out at 500 connections. Application returning DB connection errors.,emily.chen,L3-Cloud Team,P3 - Medium,New,Security Operations,08-03-2024 16:53,,Patch applied successfully during maintenance window.,
INC0000401,Incident,Alert storm from patching activity,Patching activity triggered 300+ monitoring alerts. Alert acknowledgement and suppression window required.,priya.nair,L3-Infrastructure,P3 - Medium,Resolved,Cloud & Virtualisation,23-12-2024 17:11,26-12-2024 04:11,Patch applied successfully during maintenance window.,
INC0000402,Incident,Disk IO latency spike,Disk read/write latency on PROD-DB-03 exceeded 200 ms. IOPS saturation suspected. NVMe replacement planned.,raj.kumar,L1-Service Desk,P3 - Medium,Resolved,IT Infrastructure,26-04-2024 02:28,27-04-2024 18:28,Patch applied successfully during maintenance window.,
INC0000403,Incident,Multiple failed login attempts detected,SIEM alert: 450 failed SSH login attempts from IP 185.220.x.x in 10 minutes. Potential brute-force. IP blocked.,john.smith,L3-Infrastructure,P3 - Medium,Closed,Network Services,28-08-2024 17:00,31-08-2024 08:00,Awaiting business approval before proceeding.,Resolved by L2-Database Admin
INC0000404,Incident,Unauthorised access attempt on database,Audit log shows user EXTERNAL-USR tried to query sensitive HR tables. Access revoked. Incident under investigation.,tom.wilson,L3-Infrastructure,P3 - Medium,In Progress,Security Operations,29-07-2024 17:27,,Temporary workaround applied. Permanent fix pending.,
RITM0000405,Service Request,Volume mount failure after reboot,"After last patch reboot, /data volume failed to auto-mount. fstab entry appears correct. Manual mount succeeded.",raj.kumar,L3-Infrastructure,P3 - Medium,On Hold,Application Services,21-09-2024 19:51,,Escalated to L3 team for further analysis.,
INC0000406,Incident,Low memory causing service restart,Tomcat service restarted automatically due to OOM killer. Heap dump captured. Needs analysis.,emily.chen,L1-Service Desk,P3 - Medium,Closed,Application Services,21-08-2024 19:28,23-08-2024 06:28,Investigated the issue. Root cause identified. Fix applied.,Resolved by L2-Storage Team
INC0000407,Incident,High CPU utilisation on production server,CPU usage on PROD-APP-01 has crossed 95% threshold for the past 30 minutes. Datadog alert triggered. Need immediate investigation.,anna.brown,L2-Database Admin,P2 - High,In Progress,Network Services,05-03-2024 22:28,,Monitoring in place. No recurrence in past 2 hours.,
CHG0000408,Change Request,Volume mount failure after reboot,"After last patch reboot, /data volume failed to auto-mount. fstab entry appears correct. Manual mount succeeded.",mike.patel,L1-Service Desk,P4 - Low,On Hold,Network Services,25-08-2024 22:50,,Monitoring in place. No recurrence in past 2 hours.,
INC0000409,Incident,Processor performance degraded,vCPU saturation on VM cluster. Workload balancing required. CPU steal time above 30%.,linda.wu,L3-Infrastructure,P4 - Low,In Progress,Security Operations,08-05-2024 12:53,,Temporary workaround applied. Permanent fix pending.,
INC0000410,Incident,Oracle database tablespace almost full,APP_DATA tablespace at 97% on ORCL-PROD. Auto-extend disabled. DBA action required immediately.,raj.kumar,L3-Application Support,P3 - Medium,Resolved,Application Services,18-02-2024 16:42,19-02-2024 19:42,Investigated the issue. Root cause identified. Fix applied.,
INC0000411,Incident,Backup failure – Oracle RMAN,Nightly RMAN backup failed with ORA-19809 disk quota exceeded. Backup destination /backup is full.,tom.wilson,L2-Database Admin,P4 - Low,In Progress,IT Infrastructure,09-05-2024 15:40,,Temporary workaround applied. Permanent fix pending.,
INC0000412,Incident,Application deployment failure,CI/CD pipeline failed at deployment stage. Docker image push to registry timed out. Jenkins build #3421 failed.,john.smith,L2-Middleware Team,P1 - Critical,Closed,Database Services,21-05-2024 18:07,23-05-2024 21:07,User confirmed resolution. Ticket closing.,Resolved by L2-Middleware Team
INC0000413,Incident,Out of memory error on application server,Java heap space exhausted on app-server-07. JVM restart performed but root cause unresolved. Memory leak suspected.,tom.wilson,L1-Service Desk,P4 - Low,Closed,IT Infrastructure,12-09-2024 02:43,13-09-2024 22:43,Change request raised for permanent resolution.,Resolved by L2-Network Team
INC0000414,Incident,Oracle database tablespace almost full,APP_DATA tablespace at 97% on ORCL-PROD. Auto-extend disabled. DBA action required immediately.,linda.wu,L1-Service Desk,P3 - Medium,Closed,Database Services,29-04-2024 10:35,01-05-2024 07:35,Monitoring in place. No recurrence in past 2 hours.,Resolved by L3-Application Support
RITM0000415,Service Request,Database replication lag,MySQL replica on db-replica-02 is 45 minutes behind primary. Large transaction causing replication delay.,linda.wu,L2-Middleware Team,P3 - Medium,On Hold,Application Services,05-09-2024 22:28,,Patch applied successfully during maintenance window.,
INC0000416,Incident,DNS resolution failure,Internal DNS servers not resolving corporate domain names. Secondary DNS unreachable. Impact to all office users.,raj.kumar,L2-Storage Team,P3 - Medium,Resolved,Network Services,02-11-2024 17:10,03-11-2024 02:10,User confirmed resolution. Ticket closing.,
INC0000417,Incident,CPU overload on middleware node,Middleware server CPU load average is 24 on an 8-core machine. Service is unresponsive.,jessica.lee,L2-Server Team,P2 - High,Closed,Database Services,04-04-2024 00:39,05-04-2024 23:39,Patch applied successfully during maintenance window.,Resolved by L3-Infrastructure
RITM0000418,Service Request,Memory leak identified in application,Application memory grows by ~200 MB/hour without release. GC logs show frequent full GC cycles.,sarah.jones,L2-Storage Team,P3 - Medium,Resolved,Database Services,19-03-2024 19:18,21-03-2024 13:18,Escalated to L3 team for further analysis.,
INC0000419,Incident,CPU spike causing application slowness,End users are reporting slow response times. CPU utilisation on web-server-03 is at 98%. Suspected runaway process.,tom.wilson,L3-Infrastructure,P1 - Critical,In Progress,Database Services,17-01-2024 06:06,,User confirmed resolution. Ticket closing.,
INC0000420,Incident,Tomcat connector timeout,Tomcat connector maxThreads=200 reached. New connections queuing. Response time > 30s.,tom.wilson,L3-Cloud Team,P4 - Low,New,IT Infrastructure,06-07-2024 07:38,,User confirmed resolution. Ticket closing.,
INC0000421,Incident,SSL certificate expiring in 7 days,SSL certificate for api.company.com expires on the 15th. Auto-renewal failed. Manual renewal in progress.,john.smith,L2-Server Team,P3 - Medium,Closed,Network Services,31-07-2024 11:50,31-07-2024 19:50,Escalated to L3 team for further analysis.,Resolved by L2-Database Admin
INC0000422,Incident,Datadog alert – false positive suppression,Datadog CPU monitor firing false positives during batch window 02:00-04:00. Alert suppression / downtime needed.,priya.nair,L2-Network Team,P3 - Medium,In Progress,Cloud & Virtualisation,28-04-2024 17:24,,Patch applied successfully during maintenance window.,
RITM0000423,Service Request,Network connectivity loss to production subnet,Servers in 10.20.30.0/24 are unreachable from management network. Switch port flapping detected on core-sw-02.,sarah.jones,L2-Network Team,P3 - Medium,Closed,Application Services,22-10-2024 11:43,24-10-2024 22:43,Patch applied successfully during maintenance window.,Resolved by L3-Infrastructure
INC0000424,Incident,Apache Kafka consumer lag spike,"Consumer group order-service showing lag of 500,000 messages. Partition rebalancing in progress.",emily.chen,L3-Application Support,P3 - Medium,Closed,Security Operations,03-11-2024 14:59,05-11-2024 12:59,Monitoring in place. No recurrence in past 2 hours.,Resolved by L3-Application Support
INC0000425,Incident,App throwing unhandled exceptions,"Application logs showing 2,300 unhandled exceptions in the last hour. OutOfBoundsException in data parser module.",carlos.garcia,L1-Service Desk,P3 - Medium,Resolved,Database Services,11-07-2024 17:59,13-07-2024 02:59,Investigated the issue. Root cause identified. Fix applied.,
INC0000426,Incident,Alert storm from patching activity,Patching activity triggered 300+ monitoring alerts. Alert acknowledgement and suppression window required.,emily.chen,L1-Service Desk,P2 - High,Closed,Database Services,10-03-2024 09:00,12-03-2024 00:00,Issue resolved after server restart.,Resolved by L2-Storage Team
CHG0000427,Change Request,Tomcat connector timeout,Tomcat connector maxThreads=200 reached. New connections queuing. Response time > 30s.,emily.chen,L2-Middleware Team,P2 - High,Resolved,Application Services,20-03-2024 03:02,22-03-2024 14:02,Temporary workaround applied. Permanent fix pending.,
INC0000428,Incident,Disk IO latency spike,Disk read/write latency on PROD-DB-03 exceeded 200 ms. IOPS saturation suspected. NVMe replacement planned.,anna.brown,L2-Network Team,P3 - Medium,Closed,Security Operations,23-07-2024 18:58,24-07-2024 22:58,Awaiting business approval before proceeding.,Resolved by L2-Server Team
INC0000429,Incident,Application deployment failure,CI/CD pipeline failed at deployment stage. Docker image push to registry timed out. Jenkins build #3421 failed.,carlos.garcia,L3-Infrastructure,P3 - Medium,Closed,IT Infrastructure,22-10-2024 12:05,22-10-2024 20:05,Temporary workaround applied. Permanent fix pending.,Resolved by L2-Middleware Team
INC0000430,Incident,Monitoring dashboard not loading,Grafana dashboard times out for the Network Overview panel. InfluxDB query taking > 60s. Optimisation needed.,jessica.lee,L2-Database Admin,P3 - Medium,Resolved,Application Services,25-09-2024 01:20,27-09-2024 23:20,Investigated the issue. Root cause identified. Fix applied.,
CHG0000431,Change Request,Database connection pool exhausted,Connection pool to PostgreSQL maxed out at 500 connections. Application returning DB connection errors.,carlos.garcia,L2-Network Team,P3 - Medium,In Progress,Application Services,31-10-2024 18:32,,Change request raised for permanent resolution.,
RITM0000432,Service Request,CPU overload on middleware node,Middleware server CPU load average is 24 on an 8-core machine. Service is unresponsive.,jessica.lee,L2-Network Team,P3 - Medium,Resolved,Application Services,07-10-2024 12:16,07-10-2024 23:16,User confirmed resolution. Ticket closing.,
INC0000433,Incident,Batch job not completing,Nightly EOD batch job stuck since 02:00 AM. Investigating deadlock in job scheduler. Data processing delayed.,carlos.garcia,L3-Application Support,P2 - High,In Progress,Database Services,19-10-2024 06:35,,Awaiting business approval before proceeding.,
INC0000434,Incident,Processor performance degraded,vCPU saturation on VM cluster. Workload balancing required. CPU steal time above 30%.,raj.kumar,L2-Network Team,P1 - Critical,Resolved,Network Services,27-06-2024 06:20,29-06-2024 03:20,Awaiting business approval before proceeding.,
RITM0000435,Service Request,Vulnerability scan found critical CVE,Qualys scan identified CVE-2024-1234 (CVSS 9.8) on web-server-02. Patch available. Emergency change required.,jessica.lee,L2-Server Team,P3 - Medium,In Progress,IT Infrastructure,13-08-2024 01:59,,Investigated the issue. Root cause identified. Fix applied.,
CHG0000436,Change Request,RAID controller degraded,RAID-5 array reporting one failed disk. Hot spare kicked in. Replacement disk required urgently.,emily.chen,L2-Database Admin,P3 - Medium,On Hold,Database Services,27-05-2024 00:21,,Patch applied successfully during maintenance window.,
INC0000437,Incident,Insufficient RAM on reporting server,Reporting service crashes during large data exports. Server only has 8 GB RAM. Upgrade requested.,carlos.garcia,L2-Middleware Team,P3 - Medium,Closed,Database Services,12-05-2024 17:30,13-05-2024 12:30,Patch applied successfully during maintenance window.,Resolved by L1-Service Desk
INC0000438,Incident,Disk space critical – /var filesystem,SolarWinds alert: /var/log partition at 96% on db-server-01. Old log rotation not working. Need immediate cleanup.,sarah.jones,L3-Infrastructure,P4 - Low,Resolved,Database Services,22-12-2024 19:17,23-12-2024 02:17,Issue resolved after server restart.,
RITM0000439,Service Request,Application deployment failure,CI/CD pipeline failed at deployment stage. Docker image push to registry timed out. Jenkins build #3421 failed.,jessica.lee,L2-Server Team,P3 - Medium,In Progress,Network Services,10-01-2024 09:55,,User confirmed resolution. Ticket closing.,
INC0000440,Incident,Zombie processes consuming resources,250 zombie processes detected on app-server-09. Parent process not reaping children. OS-level investigation needed.,linda.wu,L2-Storage Team,P1 - Critical,Closed,Network Services,11-04-2024 16:29,14-04-2024 16:29,Change request raised for permanent resolution.,Resolved by L3-Cloud Team
INC0000441,Incident,High latency on inter-DC link,RTT between DC-East and DC-West jumped from 8 ms to 210 ms. BGP route advertisement changed. Investigation in progress.,ahmed.ali,L2-Security Team,P4 - Low,In Progress,IT Infrastructure,16-12-2024 11:22,,Issue resolved after server restart.,
CHG0000442,Change Request,Linux server kernel panic,Server LNX-PROD-04 crashed with kernel panic – not syncing. vmcore dump captured. Analysis pending.,sarah.jones,L3-Infrastructure,P3 - Medium,Closed,Cloud & Virtualisation,23-05-2024 07:09,25-05-2024 03:09,Awaiting business approval before proceeding.,Resolved by L2-Database Admin
INC0000443,Incident,Firewall rule causing blocked traffic,"After change request CR-4521, application traffic on port 8443 is being blocked. Rule rollback needed.",mike.patel,L2-Middleware Team,P2 - High,Resolved,Cloud & Virtualisation,08-06-2024 19:21,11-06-2024 05:21,Temporary workaround applied. Permanent fix pending.,
RITM0000444,Service Request,OS filesystem read-only due to error,Filesystem /opt mounted read-only after disk IO error. fsck required. Maintenance window needed.,mike.patel,L3-Application Support,P3 - Medium,Closed,IT Infrastructure,25-09-2024 04:27,25-09-2024 23:27,Patch applied successfully during maintenance window.,Resolved by L2-Storage Team
INC0000445,Incident,Datadog alert – false positive suppression,Datadog CPU monitor firing false positives during batch window 02:00-04:00. Alert suppression / downtime needed.,carlos.garcia,L2-Security Team,P3 - Medium,Closed,Security Operations,15-03-2024 23:01,17-03-2024 16:01,Issue resolved after server restart.,Resolved by L2-Network Team
INC0000446,Incident,SSL certificate expiring in 7 days,SSL certificate for api.company.com expires on the 15th. Auto-renewal failed. Manual renewal in progress.,priya.nair,L2-Database Admin,P3 - Medium,Resolved,Application Services,14-01-2024 19:39,16-01-2024 06:39,Investigated the issue. Root cause identified. Fix applied.,
INC0000447,Incident,DNS resolution failure,Internal DNS servers not resolving corporate domain names. Secondary DNS unreachable. Impact to all office users.,anna.brown,L2-Network Team,P3 - Medium,In Progress,Application Services,05-11-2024 15:45,,Temporary workaround applied. Permanent fix pending.,
RITM0000448,Service Request,Volume mount failure after reboot,"After last patch reboot, /data volume failed to auto-mount. fstab entry appears correct. Manual mount succeeded.",linda.wu,L2-Server Team,P4 - Low,Closed,Application Services,08-01-2024 08:26,09-01-2024 13:26,User confirmed resolution. Ticket closing.,Resolved by L2-Middleware Team
RITM0000449,Service Request,Nginx reverse proxy returning 502,Nginx upstream returning HTTP 502 Bad Gateway. Backend app-server pool health-check failing.,jessica.lee,L3-Application Support,P4 - Low,Resolved,Security Operations,06-05-2024 13:25,06-05-2024 19:25,Awaiting business approval before proceeding.,
INC0000450,Incident,Alert storm from patching activity,Patching activity triggered 300+ monitoring alerts. Alert acknowledgement and suppression window required.,john.smith,L2-Database Admin,P3 - Medium,Resolved,Cloud & Virtualisation,25-09-2024 20:56,26-09-2024 01:56,Patch applied successfully during maintenance window.,
INC0000451,Incident,Network connectivity loss to production subnet,Servers in 10.20.30.0/24 are unreachable from management network. Switch port flapping detected on core-sw-02.,raj.kumar,L2-Security Team,P3 - Medium,On Hold,Security Operations,21-09-2024 20:03,,Vendor engaged. Awaiting response.,
CHG0000452,Change Request,Firewall rule causing blocked traffic,"After change request CR-4521, application traffic on port 8443 is being blocked. Rule rollback needed.",sarah.jones,L2-Storage Team,P3 - Medium,Resolved,IT Infrastructure,19-12-2024 16:57,20-12-2024 11:57,Vendor engaged. Awaiting response.,
INC0000453,Incident,Unauthorised access attempt on database,Audit log shows user EXTERNAL-USR tried to query sensitive HR tables. Access revoked. Incident under investigation.,jessica.lee,L2-Database Admin,P3 - Medium,In Progress,Security Operations,30-07-2024 10:28,,Escalated to L3 team for further analysis.,
RITM0000454,Service Request,Storage pool capacity exceeded,NetApp SAN volume group at 94%. LUN expansion required. Storage team notified.,jessica.lee,L3-Infrastructure,P2 - High,Resolved,Database Services,04-03-2024 02:07,06-03-2024 12:07,Patch applied successfully during maintenance window.,
INC0000455,Incident,Application crashing on startup,PaymentService crashes with NullPointerException on boot. Stack trace points to missing config property.,tom.wilson,L2-Network Team,P3 - Medium,Closed,Application Services,13-07-2024 01:49,13-07-2024 23:49,Vendor engaged. Awaiting response.,Resolved by L2-Network Team
INC0000456,Incident,SSL certificate expiring in 7 days,SSL certificate for api.company.com expires on the 15th. Auto-renewal failed. Manual renewal in progress.,mike.patel,L2-Database Admin,P2 - High,On Hold,IT Infrastructure,07-06-2024 23:49,,Awaiting business approval before proceeding.,
INC0000457,Incident,Oracle database tablespace almost full,APP_DATA tablespace at 97% on ORCL-PROD. Auto-extend disabled. DBA action required immediately.,linda.wu,L2-Middleware Team,P3 - Medium,Resolved,Database Services,12-09-2024 17:51,12-09-2024 18:51,User confirmed resolution. Ticket closing.,
INC0000458,Incident,UPS battery needs replacement,UPS in DC-Row-4 reporting battery fault. Runtime on battery reduced to 2 minutes. Replacement scheduled.,linda.wu,L1-Service Desk,P3 - Medium,On Hold,Application Services,03-11-2024 00:15,,Vendor engaged. Awaiting response.,
INC0000459,Incident,CPU threshold breach – DB server,Splunk alert: DB-PROD-02 CPU at 92%. Slow queries detected. DBA team needs to review.,sarah.jones,L3-Infrastructure,P2 - High,On Hold,Application Services,17-01-2024 21:36,,Vendor engaged. Awaiting response.,
RITM0000460,Service Request,Backup failure – Oracle RMAN,Nightly RMAN backup failed with ORA-19809 disk quota exceeded. Backup destination /backup is full.,priya.nair,L3-Application Support,P3 - Medium,In Progress,IT Infrastructure,24-12-2024 19:36,,Escalated to L3 team for further analysis.,
INC0000461,Incident,User account locked – access issue,Service account SVC-APPMON locked after 5 failed password attempts. Application monitoring affected.,anna.brown,L2-Network Team,P2 - High,Closed,IT Infrastructure,13-07-2024 02:48,15-07-2024 09:48,Issue resolved after server restart.,Resolved by L3-Application Support
INC0000462,Incident,Tomcat connector timeout,Tomcat connector maxThreads=200 reached. New connections queuing. Response time > 30s.,ahmed.ali,L2-Server Team,P4 - Low,Resolved,Security Operations,17-04-2024 19:03,18-04-2024 09:03,Awaiting business approval before proceeding.,
INC0000463,Incident,SolarWinds node unreachable alert,SolarWinds showing node ROUTER-CORE-01 as unreachable. SNMP polling failing. Network team to investigate.,anna.brown,L2-Storage Team,P3 - Medium,Closed,Database Services,11-06-2024 08:33,13-06-2024 06:33,User confirmed resolution. Ticket closing.,Resolved by L3-Cloud Team
INC0000464,Incident,Unauthorised access attempt on database,Audit log shows user EXTERNAL-USR tried to query sensitive HR tables. Access revoked. Incident under investigation.,sarah.jones,L2-Database Admin,P3 - Medium,New,Cloud & Virtualisation,28-05-2024 06:00,,Monitoring in place. No recurrence in past 2 hours.,
INC0000465,Incident,VPN tunnel down – remote site,Site-to-site VPN between HQ and Branch-04 is down. Remote users cannot access internal resources.,sarah.jones,L2-Security Team,P3 - Medium,Closed,Network Services,22-11-2024 06:00,23-11-2024 08:00,Patch applied successfully during maintenance window.,Resolved by L2-Storage Team
INC0000466,Incident,Disk space critical – /var filesystem,SolarWinds alert: /var/log partition at 96% on db-server-01. Old log rotation not working. Need immediate cleanup.,emily.chen,L3-Cloud Team,P2 - High,Closed,Security Operations,19-06-2024 10:25,19-06-2024 14:25,Investigated the issue. Root cause identified. Fix applied.,Resolved by L2-Network Team
